Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,HDOP,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675438218.0072916,200,5936,0,GPS_Frame 1,42.33871083333334,-71.08822966666666,1.78,39.2,327974.34783859196,4689495.876629632,19,T
1675438219.0940304,201,5937,0,GPS_Frame 1,42.338712666666666,-71.08823016666666,1.78,38.9,327974.3116470005,4689496.081218939,19,T
1675438220.174071,202,5938,0,GPS_Frame 1,42.3387135,-71.08823133333334,1.78,38.7,327974.21780698944,4689496.176114611,19,T
1675438221.2590325,203,5939,0,GPS_Frame 1,42.338715666666666,-71.0882325,1.78,38.2,327974.1276029756,4689496.419066819,19,T
1675438222.3416665,204,5940,0,GPS_Frame 1,42.338718,-71.08823349999999,1.78,37.9,327974.05158382154,4689496.680188904,19,T
1675438223.4218385,205,5941,0,GPS_Frame 1,42.33872083333334,-71.08823533333333,1.78,37.2,327973.9082763931,4689496.998518149,19,T
1675438224.506234,206,5942,0,GPS_Frame 1,42.33872316666666,-71.08823666666667,1.78,36.5,327973.8047965454,4689497.26031462,19,T
1675438225.6010852,207,5943,0,GPS_Frame 1,42.338724166666665,-71.08823733333334,1.78,36.5,327973.7526021238,4689497.372705791,19,T
1675438226.6738105,208,5944,0,GPS_Frame 1,42.3387265,-71.08823766666666,1.78,36.0,327973.731504417,4689497.632479109,19,T
1675438227.7593133,209,5945,0,GPS_Frame 1,42.338735,-71.08823983333333,1.78,34.7,327973.57618933765,4689498.580723014,19,T
1675438228.8415504,210,5946,0,GPS_Frame 1,42.33874300000001,-71.088241,1.78,33.4,327973.5018929099,4689499.471422568,19,T
