Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter,fixed_quality
1676934151.136622,0,82951,0,GNSS,42.338267701666666,71.08658503166667,33.158,0.6,671891.371063604,4689443.344204235,230231.0,42,T,5
1676934152.1482036,0,82952,0,GNSS,42.338266526666665,71.08658778333333,33.142,0.61,671891.6009550442,4689443.2192920735,230232.0,42,T,5
1676934153.1738224,0,82953,0,GNSS,42.33826555833333,71.08659096333334,33.035,0.6,671891.8655706306,4689443.118194576,230233.0,42,T,5
1676934154.2270644,0,82954,0,GNSS,42.33826199,71.08659658166667,33.101,0.6,671892.3381473182,4689442.733316137,230234.0,42,T,5
1676934155.1842976,0,82955,0,GNSS,42.338257285,71.08660458833333,33.234,0.6,671893.0105787166,4689442.227047731,230235.0,42,T,5
1676934156.1559012,0,82956,0,GNSS,42.33825145,71.086613085,33.319,0.6,671893.7264568359,4689441.59629207,230236.0,42,T,5
1676934157.1907454,0,82957,0,GNSS,42.338244816666666,71.08662197666666,33.422,0.6,671894.4770516177,4689440.87768617,230237.0,42,T,5
1676934158.1695743,0,82958,0,GNSS,42.338239725,71.08662864,33.165,0.6,671895.0398694624,4689440.325765901,230238.0,42,T,4
1676934159.2041364,0,82959,0,GNSS,42.33823297666667,71.08663810333333,33.134,0.6,671895.8378733532,4689439.595545945,230239.0,42,T,4
1676934160.1624417,0,82960,0,GNSS,42.338225523333335,71.08664751,33.16,0.61,671896.6331301027,4689438.786926638,230240.0,42,T,4
1676934161.1959698,0,82961,0,GNSS,42.338218203333334,71.08665730333334,33.115,0.6,671897.4598783865,4689437.99389476,230241.0,42,T,4
1676934162.1480498,0,82962,0,GNSS,42.33821046833334,71.08666589666667,33.115,0.59,671898.1888983477,4689437.152354434,230242.0,42,T,4
1676934163.1803465,0,82963,0,GNSS,42.338202965,71.08667512833334,33.128,0.59,671898.9698748934,4689436.337829475,230243.0,42,T,4
1676934164.179288,0,82964,0,GNSS,42.33819546,71.0866844,33.083,0.59,671899.7541514701,4689435.5232003955,230244.0,42,T,4
1676934165.1589756,0,82965,0,GNSS,42.33818763666667,71.086692275,33.07,0.59,671900.4242343286,4689434.670399329,230245.0,42,T,4
1676934166.146227,0,82966,0,GNSS,42.338180408333336,71.086699435,33.08,0.59,671901.0337922664,4689433.882223053,230246.0,42,T,4
1676934167.155346,0,82967,0,GNSS,42.33817490166667,71.08669755,33.064,0.59,671900.8935060627,4689433.266938851,230247.0,42,T,4
1676934168.18462,0,82968,0,GNSS,42.338168225,71.08668951166666,33.095,0.66,671900.2494788998,4689432.509295156,230248.0,42,T,4
1676934169.1650703,0,82969,0,GNSS,42.338161318333334,71.08667868,33.098,0.66,671899.3759555516,4689431.7204646645,230249.0,42,T,4
1676934170.1790006,0,82970,0,GNSS,42.338154636666665,71.086668315,33.109,0.59,671898.540264234,4689430.957562248,230250.0,42,T,4
1676934171.1494982,0,82971,0,GNSS,42.338147766666665,71.08665758666666,33.148,0.59,671897.675153479,4689430.173012435,230251.0,42,T,4
1676934172.1695576,0,82972,0,GNSS,42.33814121166667,71.08664693333333,33.115,0.63,671896.8153629074,4689429.423592706,230252.0,42,T,4
1676934173.1701205,0,82973,0,GNSS,42.338134665,71.08663618,33.153,0.63,671895.9473111551,4689428.674896281,230253.0,42,T,4
1676934174.471274,0,82974,0,GNSS,42.338127658333335,71.08662563833333,33.169,0.63,671895.0979503662,4689427.875548381,230254.0,42,T,4
1676934175.1759148,0,82975,0,GNSS,42.33812113,71.08661575333333,33.201,0.63,671894.3013841088,4689427.130643362,230255.0,42,T,4
1676934176.1555784,0,82976,0,GNSS,42.33811442166667,71.086605015,33.222,0.63,671893.435008059,4689426.364025739,230256.0,42,T,4
1676934177.187743,0,82977,0,GNSS,42.338107416666666,71.08659439166667,33.186,0.63,671892.578914219,4689425.564698138,230257.0,42,T,4
1676934178.1725683,0,82978,0,GNSS,42.33810043166667,71.08658403666666,33.229,0.63,671891.7448717736,4689424.768133944,230258.0,42,T,4
1676934179.3111475,0,82979,0,GNSS,42.33809343666667,71.08657366833333,33.235,0.63,671890.909757949,4689423.970432479,230259.0,42,T,4
1676934180.167575,0,82980,0,GNSS,42.338086473333334,71.086563485,33.218,0.63,671890.0897984918,4689423.1766214445,230300.0,42,T,4
1676934181.1957905,0,82981,0,GNSS,42.33807932,71.08655298333333,33.213,0.63,671889.2441313099,4689422.361068943,230301.0,42,T,4
1676934182.1553512,0,82982,0,GNSS,42.338071291666665,71.08654228833333,33.146,0.63,671888.3849207113,4689421.447963645,230302.0,42,T,4
1676934183.2152307,0,82983,0,GNSS,42.33806398666667,71.08653152666666,33.037,0.63,671887.5182467926,4689420.615044348,230303.0,42,T,4
1676934184.1500192,0,82984,0,GNSS,42.33805729833333,71.08652062333333,33.008,0.63,671886.6382214981,4689419.850314919,230304.0,42,T,4
1676934185.252424,0,82985,0,GNSS,42.338049395,71.08651015833334,32.924,0.63,671885.7976177472,4689418.951555201,230305.0,42,T,4
1676934186.1531293,0,82986,0,GNSS,42.338041776666664,71.08649982166666,32.824,0.63,671884.9668097256,4689418.0847020885,230306.0,42,T,4
1676934187.140244,0,82987,0,GNSS,42.338034605,71.08648940666667,32.759,0.63,671884.1283311369,4689417.267289664,230307.0,42,T,4
1676934188.1726875,0,82988,0,GNSS,42.33802662666667,71.08647846666666,32.7,0.63,671883.2487991513,4689416.359241904,230308.0,42,T,4
